date,trial,rep,morphology,F_roll_2p5m,B_roll_2p5m,F_rollrate_2p5m,B_rollrate_2p5m,F_roll_initial,B_roll_initial,F_rollrate_initial,B_rollrate_initial,F_pitch_2p5m,B_pitch_2p5m,F_pitchrate_2p5m,B_pitchrate_2p5m,F_pitch_initial,B_pitch_initial,F_pitchrate_initial,B_pitchrate_initial
0816,r180_p15,3,With Tail,-23.57,-61.75,118.91,-908.93,175.91,179.78,-66.06,-104.16,8.26,-13.61,420.33,-917.49,-10.53,-10.53,-30.78,219.86
0816,r180_p15,4,With Tail,350.11,350.69,-139.05,-116.65,176.72,179.81,-38.53,-4.0,7.77,10.57,112.5,110.68,-15.5,-15.5,-22.64,-24.37
0816,r180_p15,5,With Tail,338.32,349.93,-224.16,-381.42,177.94,177.16,-64.88,50.52,-2.09,1.84,-106.81,-328.96,-15.09,-15.09,-40.89,-40.61
0816,r180_p15,6,With Tail,7.37,377.36,119.45,82.47,-179.43,176.7,-87.53,-164.81,3.08,3.92,83.25,141.29,-14.01,-13.79,68.95,69.79
0816,r180_p30,1,With Tail,361.44,12.88,-164.37,138.0,179.37,-175.98,-14.9,-130.62,-5.43,-10.96,202.4,155.87,-29.43,-29.21,66.4,66.66
0816,r180_p30,2,With Tail,353.63,12.15,-117.38,-121.7,179.0,-176.34,-26.27,-57.65,-27.25,-28.85,121.94,169.23,-29.9,-30.12,-2.88,-3.34
0816,r180_p30,3,With Tail,702.92,353.65,-385.49,9.36,175.79,178.11,-33.83,4.87,3.51,-8.93,566.7,253.41,-31.09,-31.09,-3.88,-36.96
0816,r180_p30,4,With Tail,341.92,15.14,-600.59,211.02,179.91,-176.22,-33.74,-266.43,7.09,-16.31,458.03,246.27,-28.64,-28.64,1.11,0.51
0816,r180_p30,5,With Tail,360.38,361.53,-447.4,-707.47,178.92,174.27,-26.4,204.96,1.87,0.42,81.66,-301.49,-27.87,-27.87,-69.44,-243.6
0816,r180_p30,6,With Tail,371.77,371.86,-41.42,43.6,175.53,178.62,-32.62,353.1,-2.66,1.11,-43.39,-91.17,-27.46,-27.46,-48.69,-181.15
0817,r180_p45,1,With Tail,341.3,-25.15,-166.82,-470.02,179.97,-175.38,15.68,-16.18,1.62,10.53,-3.53,514.43,-42.47,-42.47,-18.83,-19.1
0817,r180_p45,4,With Tail,337.15,-23.57,28.5,-388.79,179.17,-175.41,-23.09,-62.15,18.81,31.12,-119.0,200.72,-43.54,-43.54,-9.01,-9.09
0817,r180_p45,5,With Tail,349.92,-5.34,-72.18,39.89,178.07,-178.84,-26.03,282.37,5.07,-40.51,-224.17,445.49,-45.61,-45.61,-20.8,-22.56
0817,r180_p45,6,With Tail,-13.83,-13.03,-122.32,-82.18,-179.7,-174.28,51.85,-102.38,-0.78,-4.28,-24.41,-85.66,-42.96,-42.96,7.92,8.27
0816,r180,1,No Tail,51.21,29.35,-68.38,-66.64,175.06,178.93,-22.19,-127.28,47.32,-40.32,-123.64,-52.73,0.6,0.81,73.94,74.0
0816,r180,2,No Tail,-22.42,-388.18,119.46,244.95,179.0,-178.68,-91.86,371.14,-24.21,3.74,-236.73,-39.27,1.69,1.47,-34.51,-36.72
0817,r180,1,No Tail,-14.28,-387.68,17.23,-333.17,178.82,-179.63,34.01,226.7,-13.78,-8.04,171.99,-106.2,-0.83,-0.83,-8.81,-8.61
0817,r180,3,No Tail,44.12,19.46,-21.04,-68.34,175.75,178.84,-32.76,275.62,38.44,-34.77,52.46,-50.14,-1.93,-1.93,-23.37,-13.97
0810,r45,1,No Tail,28.01,8.36,198.24,-5.0,46.33,48.65,50.94,-26.35,-8.14,-24.28,-112.12,-154.73,0.83,0.83,-29.34,80.58
0810,r45,2,No Tail,29.68,27.74,-399.25,-693.74,45.06,46.61,51.37,-25.8,29.58,-30.57,207.79,86.74,1.34,1.34,-15.13,17.8
0810,r45,3,No Tail,11.95,-18.94,-255.52,21.69,43.54,48.19,15.72,-138.36,-5.17,-37.34,151.43,286.04,1.24,1.24,-3.92,50.81
0816,r45,2,No Tail,-4.81,-11.94,-46.84,-243.32,45.57,45.57,-8.97,-124.7,1.82,-7.62,68.17,191.27,1.53,1.53,15.4,15.21
0816,r45,3,No Tail,-17.0,-12.1,187.57,120.54,46.92,46.92,12.12,12.08,4.89,4.26,-268.02,240.12,0.67,0.67,8.89,41.95
0810,r90,1,No Tail,23.54,34.31,19.46,27.2,94.12,100.32,-0.84,-424.79,-9.09,-24.34,-18.94,146.39,-2.15,-2.15,-5.06,-4.05
0810,r90,2,No Tail,6.17,8.74,174.74,65.85,90.69,95.34,-30.5,-146.27,12.56,-19.11,-413.97,-367.46,-0.31,-0.31,25.93,61.64
0810,r90,3,No Tail,35.56,5.06,274.96,201.92,94.47,95.25,-48.9,-126.07,32.79,-22.06,-221.06,350.1,-0.19,-0.19,10.41,10.4
0816,r90,1,No Tail,-4.87,-3.98,-51.49,96.13,88.93,92.03,-11.9,142.55,-10.16,-5.38,125.54,-136.56,0.14,0.14,62.48,281.58
0816,r90,4,No Tail,6.53,2.91,6.99,-82.61,85.92,89.79,-36.99,-152.89,-7.87,-20.58,555.04,837.28,1.85,1.84,51.75,51.9
0817,r180_p15,1,No Tail,339.74,-11.4,76.32,-48.97,179.5,-175.07,-64.43,-218.99,14.41,-26.45,-139.71,-95.49,-15.2,-15.2,-2.85,-200.24
0817,r180_p15,3,No Tail,358.53,4.01,-64.96,-93.66,177.79,-176.01,18.08,18.22,-6.66,-5.94,-83.77,-80.48,-15.92,-15.7,49.57,48.15
0817,r180_p15,4,No Tail,359.96,-8.42,54.07,-260.1,179.67,-173.36,26.63,65.0,-11.08,-10.46,6.04,-85.13,-13.76,-13.54,63.41,62.0
0817,r180_p15,5,No Tail,346.88,-12.56,-16.5,-53.71,178.95,-176.4,-73.15,119.42,-6.55,-3.67,-34.12,282.42,-15.37,-15.15,9.55,7.33
0817,r180_p30,1,No Tail,353.05,15.13,-307.12,-42.96,178.13,-176.44,33.33,71.49,7.6,-9.26,494.74,320.46,-30.57,-30.57,44.97,-0.21
0817,r180_p30,2,No Tail,344.44,-13.71,-309.97,-346.16,178.24,-175.56,-9.19,-9.27,10.82,-21.49,335.48,118.29,-30.12,-30.12,-17.35,-51.16
0817,r180_p30,4,No Tail,2.3,2.24,0.07,-77.66,-178.6,-172.41,43.27,-72.51,3.92,4.09,-0.01,0.03,-29.9,-29.68,58.08,57.26
0817,r180_p30,6,No Tail,356.17,375.05,-191.14,-103.21,179.03,179.8,-26.26,-26.23,-15.42,-31.06,206.97,18.36,-28.47,-28.47,-22.93,-45.04
0817,r180_p45,1,No Tail,358.3,7.33,-164.56,96.87,177.75,-176.05,25.22,-51.76,-17.45,-20.93,222.35,262.78,-43.43,-43.43,-4.95,-4.9
0817,r180_p45,2,No Tail,344.88,334.91,5.24,-104.72,177.91,-174.34,32.25,-199.42,-0.79,-73.58,-42.18,-658.92,-44.61,-44.83,-29.61,-227.66
0817,r180_p45,4,No Tail,-9.78,12.4,-86.09,263.91,-179.9,-172.93,8.85,122.35,1.02,-45.05,-70.82,-71.05,-45.01,-45.01,-41.74,-292.51
0817,r180_p45,5,No Tail,331.41,-29.16,96.88,-79.66,176.0,-178.58,2.99,2.83,20.47,-25.93,-194.98,251.12,-41.66,-41.88,-47.9,-49.77
0817,r180_p45,6,No Tail,-13.22,-27.97,-132.18,-539.66,-179.21,-179.98,2.78,79.94,1.22,13.57,105.06,291.85,-43.46,-43.24,10.04,10.09
