timestamp_s,front_qr,front_qi,front_qj,front_qk,front_m1_rad,front_m2_rad,front_m1_cmd,front_m2_cmd,back_qr,back_qi,back_qj,back_qk,back_m1_rad,back_m2_rad,back_m1_cmd,back_m2_cmd
2.5701,0.139343,0.908081,0.354431,-0.174072,0.0,0.0,29.27529677292361,-6.554158897772354,0.24585,-0.450317,-0.854309,0.083374,0.0,0.0,29.27529677292361,-6.554158897772354
2.5902,0.139343,0.908081,0.354431,-0.174072,0.0,0.0,28.804194434949817,-8.385605699864856,0.24585,-0.450317,-0.854309,0.083374,0.0,0.0,28.804194434949817,-8.385605699864856
2.6102,0.139343,0.908081,0.354431,-0.174072,0.0,0.0,28.218433161547313,-10.184303113482377,0.24585,-0.450317,-0.854309,0.083374,0.0,0.0,28.218433161547313,-10.184303113482377
2.6303,0.139343,0.908081,0.354431,-0.174072,0.0,0.0,27.520868069160564,-11.941600425397699,0.24585,-0.450317,-0.854309,0.083374,0.0,0.0,27.520868069160564,-11.941600425397699
2.6504,0.139343,0.908081,0.354431,-0.174072,0.0,0.0,26.714044550442726,-13.651367102124286,0.24585,-0.450317,-0.854309,0.083374,0.0,0.0,26.714044550442726,-13.651367102124286
2.6704,0.139343,0.908081,0.354431,-0.174072,0.0,0.0,25.801128688816313,-15.306918644297411,0.24585,-0.450317,-0.854309,0.083374,0.0,0.0,25.801128688816313,-15.306918644297411
2.6905,0.139343,0.908081,0.354431,-0.174072,0.0,0.0,24.784961123023397,-16.902831186822485,0.245911,-0.450317,-0.854309,0.083374,0.0,0.0,24.784961123023397,-16.902831186822485
2.7106,0.139343,0.908081,0.354431,-0.174072,0.0,0.0,23.670148312745354,-18.431605433402652,0.245911,-0.450317,-0.854309,0.083374,0.0,0.0,23.670148312745354,-18.431605433402652
2.7307,0.139343,0.908081,0.354431,-0.174072,0.0,0.0,22.46112242639438,-19.88713099837489,0.245911,-0.450317,-0.854309,0.083374,0.0,0.0,22.46112242639438,-19.88713099837489
2.7508,0.139343,0.908081,0.354431,-0.174133,0.0,0.0,21.162823375988108,-21.263464128799225,0.245911,-0.450317,-0.854309,0.083374,0.0,0.0,21.162823375988108,-21.263464128799225
2.7709,0.139343,0.908081,0.354431,-0.174072,0.0,0.0,19.77666310200988,-22.558448451735348,0.245911,-0.450317,-0.854309,0.083374,0.0,0.0,19.77666310200988,-22.558448451735348
2.791,0.139343,0.908081,0.354431,-0.174133,0.0,0.0,18.315257338805427,-23.760289320909667,0.245911,-0.450317,-0.854309,0.083374,0.0,0.0,18.315257338805427,-23.760289320909667
2.811,0.139343,0.908081,0.354431,-0.174133,0.0,0.0,16.781292959308725,-24.867412543605244,0.245911,-0.450317,-0.854248,0.083374,0.0,0.0,16.781292959308725,-24.867412543605244
2.8311,0.139343,0.908081,0.354431,-0.174133,0.0,0.0,15.180521762128809,-25.875698232695743,0.245911,-0.450317,-0.854248,0.083374,0.0,0.0,15.180521762128809,-25.875698232695743
2.8512,0.139343,0.908081,0.354431,-0.174194,0.0,0.0,13.51944103889749,-26.781051398251233,0.245911,-0.450317,-0.854248,0.083374,0.0,0.0,13.51944103889749,-26.781051398251233
2.8713,0.139343,0.908081,0.354431,-0.174194,0.0,0.0,11.804620863183501,-27.579900766255356,0.245911,-0.450317,-0.854248,0.083374,0.0,0.0,11.804620863183501,-27.579900766255356
2.8913,0.139282,0.908081,0.354431,-0.174194,0.0,0.0,10.043072420063925,-28.269005931679864,0.245911,-0.450317,-0.854248,0.083435,0.0,0.0,10.043072420063925,-28.269005931679864
2.9114,0.139282,0.908081,0.354431,-0.174255,0.0,0.0,8.241511666717761,-28.845753334717315,0.245911,-0.450317,-0.854248,0.083435,0.0,0.0,8.241511666717761,-28.845753334717315
2.9315,0.139343,0.908081,0.354492,-0.174255,0.0,0.0,6.4073156684912655,-29.30778575608035,0.245911,-0.450317,-0.854248,0.083435,0.0,0.0,6.4073156684912655,-29.30778575608035
2.9516,0.139343,0.908081,0.354431,-0.174255,0.0,0.0,4.547559975364156,-29.65332524811452,0.245911,-0.450317,-0.854248,0.083435,0.0,0.0,4.547559975364156,-29.65332524811452
2.9716,0.139343,0.908081,0.354492,-0.174255,0.0,0.0,2.669814281392277,-29.880965374346154,0.245911,-0.450317,-0.854248,0.083374,0.0,0.0,2.669814281392277,-29.880965374346154
2.9917,0.139343,0.908081,0.354492,-0.174255,0.0,0.0,0.7789844269223072,-29.989884682382698,0.245911,-0.450317,-0.854248,0.083374,0.0,0.0,0.7789844269223072,-29.989884682382698
3.0118,0.139343,0.908081,0.354492,-0.174255,0.0,0.0,-1.1134008111986078,-29.97933185769193,0.245911,-0.450317,-0.854248,0.083374,0.0,0.0,-1.1134008111986078,-29.97933185769193
3.0319,0.139343,0.908081,0.354492,-0.174255,0.0,0.0,-3.0010202971769306,-29.849520551860326,0.245911,-0.450317,-0.854248,0.083374,0.0,0.0,-3.0010202971769306,-29.849520551860326
3.052,0.139343,0.908081,0.354492,-0.174255,0.0,0.0,-4.87725681817758,-29.60088454640402,0.245911,-0.450317,-0.854248,0.083374,0.0,0.0,-4.87725681817758,-29.60088454640402
3.0721,0.139343,0.90802,0.354492,-0.174255,0.0,0.0,-6.7334901849388995,-29.234570459121365,0.245911,-0.450317,-0.854248,0.083374,0.0,0.0,-6.7334901849388995,-29.234570459121365
3.0921,0.139343,0.90802,0.354492,-0.174255,0.0,0.0,-8.562660844137648,-28.75205800057227,0.245911,-0.450317,-0.854248,0.083435,0.0,0.0,-8.562660844137648,-28.75205800057227
